zip,month,shap_homes_sold,shap_new_listings,shap_inventory,shap_median_days_on_market,shap_pct_off_market_in_2wks,shap_home_value_mom_pct,shap_home_value_yoy_pct,shap_inventory_yoy_pct,shap_home_value_mom_3m_avg,shap_home_value_mom_12m_avg,shap_inventory_mom_12m_avg,shap_home_value_accel,shap_home_value_vs_baseline,shap_dom_vs_baseline,shap_home_value_mom_pct_lag6,shap_pct_sold_above_list_lag6,shap_avg_sale_to_list_ratio_lag6,shap_home_value_vs_baseline_lag6,shap_base
27006,2023-01-31,-0.1282309402922008,0.0136886235591562,0.0330682436258093,0.0693801098982975,-0.1956890253604982,-0.9450014077933664,0.0042710623719987,0.1894305166361531,0.035658280976755,0.0232016477568612,0.0464190136989297,-0.0519816995204865,-0.0944562835579129,-0.3050887634741533,-0.0639753469941369,-0.2203616246678243,-0.0175659574986516,-1.1380806047484209,-1.302879753280318
27006,2023-02-28,-0.1469765961726566,0.0064883968770785,0.097342924786907,0.0011529684422658,-0.1889516129759948,-0.8399606198609975,0.0047401404259254,0.1126239155897615,0.0461823561475807,0.0254565784116994,-0.0553093421728258,-0.0314637443719015,-0.154038119775236,-0.2659382663674111,-0.4609668678326354,-0.4096683406213968,0.0568380097777059,-0.8706858053924285,-1.302879753280318
27006,2023-03-31,-0.137114766139053,0.0225251685041776,0.0842516571879046,0.0775912083023193,-0.0977794449137059,-0.940002547493454,-0.054171645423332,0.1357356019390012,0.0572234426267999,0.051244600611659,0.0873992768595526,-0.0326397976379068,-0.2275767638829758,-0.2045397640765621,-0.7819877477227819,-0.2410429775774817,0.0637003296662758,-0.3684854735945,-1.302879753280318
27006,2023-04-30,-0.1282971042529706,0.0106165496673218,0.1036159495468946,0.0694555979740607,0.0133775073101336,-0.8400508107079574,-0.1151364454271192,0.0123181707601132,0.0845011398674016,-0.0571001919093201,-0.0771838035250919,-0.1050726440182083,-0.2208341939898436,-0.2176075989482622,-0.6628481455876594,-0.1931841843009041,0.0722876547788028,0.1030064938331512,-1.302879753280318
27006,2023-05-31,-0.1405400850125524,0.0080648498362773,0.1081214554601615,-0.0426669893977143,0.2203796937861689,-0.8034110418657894,-0.1156686812278988,-0.0003839288617377,0.0636487490810406,-0.0594465564007689,-0.0254289523611166,-0.0859994144934566,-0.311790428995838,-0.2096574243406989,-0.6728361614871621,0.0973004884292886,-0.0202035677389485,0.6311931296914999,-1.302879753280318
27006,2023-06-30,-0.1831555511288488,0.0192612102952055,0.1348559879545729,-0.1617827590515392,0.2085461830990532,-0.7088516388194998,-0.1217702955976196,0.0327620787051019,0.0183000821293278,-0.0422763294019424,-0.0455684668358433,0.0167366090393467,-0.2708426181101065,-0.0715393647420699,-0.6778648820553994,0.0606836419510696,-0.0418172162364273,0.8541621135712555,-1.302879753280318
27006,2023-07-31,-0.2023304985494152,0.0333912504125034,0.1115234455295108,-0.169682405792993,0.3828591879805241,-0.681158708720431,-0.1967277857157977,0.0173974794277998,0.0248039790885034,-0.0280937715066854,-0.0488186222775136,0.0812984399619072,-0.1465758626578746,-0.0357844942372627,-1.090166166131605,-0.0029587279551124,-0.0517834661798331,1.4877207195196038,-1.302879753280318
27006,2023-08-31,-0.2790888657716645,0.03092904948178,0.1298479026600502,-0.2037188134834541,0.3803368245153499,-0.5051735175082634,-0.1216669781292946,-0.0229118479662099,0.0165601397342696,-0.0200192534608814,-0.1520355184271773,0.0410948528315348,-0.020562044771671,0.1811316701949271,-0.8620822207900085,0.216580961743223,-0.0695251181225942,2.006246574385872,-1.302879753280318
27006,2023-09-30,-0.1748707956916325,0.0229291792622299,0.1060482942650725,-0.1108831353223931,0.3343135641172219,-0.6086300007708579,-0.0170374819164046,-0.023749805149169,0.0293344953189524,-0.0105456971324203,-0.1469840294584694,-0.0222864605544657,0.0278029512243537,0.2008483535116257,-0.5153955871872703,0.3812430077985052,-0.0539088771242986,2.197196719419777,-1.302879753280318
27006,2023-10-31,-0.1466929059539786,0.0116910949194356,0.0918866050870655,-0.0865099135901989,-0.0177991118675791,-0.6508271433869207,-0.0264505988649708,-0.0135366077222563,0.0400421249885921,0.00360914417902,-0.1619933956013783,0.0282457285851778,0.0343234376695891,0.2251771572356141,-0.1735354209311415,0.3687772165163982,-0.0555201726502754,2.0589576593529424,-1.302879753280318
